review_needed,review_completed_by_initials,reviewed_date,error_type,coder_inititals,date_coded,match_status,searched_FRS_manually?,multiple-FRS-IDs?,Total_FRS_IDS,additional-FRS-IDs,Additional_Trimmed_formula,Additional_Trimmed_Value,manual_FRS_id,FRS_query_link,FRS_search_link,google_search_link,FRS_search,google_search,HIFLD_FACILITYID,automated_FRS_id,NAME,ADDRESS,CITY,ZIP,STATE,STATE_for_sorting,spatial_distance,STATUS,POPULATION,CAPACITY,ACTIVE_STATUS,INTEREST_TYPE,FAC_URL_link,FAC_URL,LONGITUDE83,LATITUDE83,Comments
,,,,ST,2/2,match,yes,yes,"110070455284,110065230841",110070455284,110070455284,110070455284,110065230841,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=MONROVIA%20JAIL+MONROVIA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=MONROVIA%20JAIL+MONROVIA+CA,10006495,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,4/18,match,yes,no,110066050524,,,,110066050524,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=REDONDO%20BEACH%20JAIL+REDONDO%20BEACH+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=REDONDO%20BEACH%20JAIL+REDONDO%20BEACH+CA,10006496,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"110066050524 listed as ""Redondo Beacch City CS"" - 415 Diamond, Facility Detail Report lists it as a Wastewater facility"
,,,,ST,2/9,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=SEAL%20BEACH%20DETENTION%20CENTER+SEAL%20BEACH+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=SEAL%20BEACH%20DETENTION%20CENTER+SEAL%20BEACH+CA,10006497,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,2/9,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=SIGNAL%20HILL%20CITY%20JAIL+SIGNAL%20HILL+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=SIGNAL%20HILL%20CITY%20JAIL+SIGNAL%20HILL+CA,10006498,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,2/11,match,yes,yes,"110055902028,110065509685",110055902028,110055902028,110055902028,110065509685,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=WEST%20COVINA%20JAIL+WEST%20COVINA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=WEST%20COVINA%20JAIL+WEST%20COVINA+CA,10006499,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,2/11,match,yes,yes,"110070231479,110065774317,110065840727","110070231479, 110065774317","110070231479,110065774317","110070231479,110065774317",110065840727,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=WHITTIER%20JAIL+WHITTIER+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=WHITTIER%20JAIL+WHITTIER+CA,10006500,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110070231479 listed as Whittier City WS
random_review,NES,04/26/2020,none,ST,1/19,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KERN&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CI%20TAFT%20CAMP+TAFT+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KERN&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CI%20TAFT%20CAMP+TAFT+CA,10006506,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,CI Taft listed above in spreadsheet-same facility
,,,,ST,2/21,match,yes,no,110070582282,,,,110070582282,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=IMPERIAL&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=IMPERIAL%20REGIONAL%20DETENTION%20FACILITY+CALEXICO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=IMPERIAL&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=IMPERIAL%20REGIONAL%20DETENTION%20FACILITY+CALEXICO+CA,10006509,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110070582282 listed as IMPERIAL REGIONAL DETENTION FACILITY and correct address but not listed on this spreadsheet
,,,,ST,2/21,match,yes,no,110064901744,,,,110064901744,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=OTAY%20MESA%20DETENTION%20CENTER+SAN%20DIEGO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=OTAY%20MESA%20DETENTION%20CENTER+SAN%20DIEGO+CA,10006510,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,2/21,match,yes,yes,"110065926966,110069394453,110066384139,110065111765,110070396213,110000783475,110065953258","110065926966, 110069394453, 110066384139, 110065111765, 110070396213, 110000783475","110065926966,110069394453,110066384139,110065111765,110070396213,110000783475","110065926966,110069394453,110066384139,110065111765,110070396213,110000783475",110065953258,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SACRAMENTO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=FOLSOM%20WOMEN'S%20FACILITY%20(FWF)+REPRESA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SACRAMENTO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=FOLSOM%20WOMEN'S%20FACILITY%20(FWF)+REPRESA+CA,10006530,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,4/18,match,yes,yes,"110037960542,110065902205,110065962257","110037960542, 110065902205","110037960542,110065902205","110037960542,110065902205",110065962257,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=FRESNO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=DEPARTMENT%20OF%20STATE%20HOSPITALS%20-%20COALINGA+COALINGA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=FRESNO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=DEPARTMENT%20OF%20STATE%20HOSPITALS%20-%20COALINGA+COALINGA+CA,10006531,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"all IDs are listed as Coalinga State Hospital (and this is labeled on google maps to be the hospital, but it is a very large facility and could include a prison facility) "
,,,,ST,4/18,match,yes,no,110002710692,,,,110002710692,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20LUIS%20OBISPO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=DEPARTMENT%20OF%20STATE%20HOSPITALS%20-%20ATASCADERO+ATASCADERO+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20LUIS%20OBISPO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=DEPARTMENT%20OF%20STATE%20HOSPITALS%20-%20ATASCADERO+ATASCADERO+CA,10006532,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"110002710692 listed as Atascadero State Hospital and correct address, but on google maps there appears to be a ""Corrections Department"" labeled in this facility but no FRS ID is listed under this name "
